Thành phố Tuyên Quang,,,
Huyện Chiêm Hóa,,,
Huyện Hàm Yên,,,
Huyện Lâm Bình,,,
Huyện Na Hang,,,
Huyện Sơn Dương,,,
Huyện Yên Sơn,,,
Thành phố Hà Giang,,,
Huyện Bắc Mê,,,
Huyện Bắc Quang,,,
Huyện Đồng Văn,,,
Huyện Hoàng Su Phì,,,
Huyện Mèo Vạc,,,
Huyện Quản Bạ,,,
Huyện Quang Bình,,,
Huyện Vị Xuyên,,,
Huyện Xín Mần,,,
Huyện Yên Minh,,,
